0,0.001,1011.56,jkn sjk klj dkj j j l j kjk k k jlnj jkl ljkj kjklj klk k k kj jk kjk jdjkj j jk k k kjnjnkfk k klkj jkjljkjlkjnunjk k l kjnjkjnk k k knk k klx jlks kjk jk
1,0.001,1490.44,kuk k k k k k k k k k k k k kuk k kfk kfk k k k k k k k k k k k k k k k k k k k k k k k k
2,0.001,1273.97,kfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkb kfkfkfkfk
3,0.001,1020.8,k k k k k k k kfk k kn knk knk kukfk
4,0.001,1038.72,k d kbnbk kaknkuknknkuknk k n k k k kanknknknknkakakuanknk nk k kuk knknk k kdknkuknknknk k k k nk kukuank uknu kn k k kdknknk anknkuknkdknknkak kn k ak
5,0.001,1337.83, ua k n d uk nkub nuk akunana kna nan knkn nkuk n nknkna kak ndkau k i k ak kd k k k k adkuk k nknundnan a kak nknknkn ankunuaua san unk ku u k n nk n k k k k k a udnu u knk k k n ankadknki ik k kunk k knknkunakunabk kbka aksa ad andu k k knk knkakakunkdaknusnkuknknk a k k nkdu nk ak a k a uknk nknknkbnknk
6,0.001,680.115, kud u k n k k k k k k ian sk s k k n k k i ki kia an nk n n a kaka na dk k akakaia a nau n kak dska i kn knk s n ka a k k k us k k k k aka a n k a k na n n a aknknknk k k k k k k k k k k k k
7,0.001,949.668, s k k k a sa a u a a a a s a a a a s a a a k ak a a k a a a k k k k k k k k k i a k a a sak i a k a a a a a k k k k k k k k k k k k k k k k k k k k k k k
8,0.001,693.03, k k k k k k k k k k k k k k k k k k k k k a i a s u a a a a a a a a a a a a s s s s a s k k k
9,0.001,520.699, a s l i a i i i s i i i i k
10,0.001,463.407, i i i a a s k i k k
11,0.001,847.74, a a a i y i i i i a s a a i i a a a i i i i i i i i i a a a w s y n a s i i i kikikik 
12,0.001,675.629, i i i i n i i a a u u a u a a a a a a a a a a s a a a a a a a i i i a s a a a a a ya a a a s fkikikikikikikikikikikikikikikikikikikikikikikikikikikikiki
13,0.001,449.651, a a a a a a a a a a a a n a a s s a a a a a a a a a a a a a a a n a a s tra yayntyfktktktktktktktktktktktktktktktktki
14,0.001,553.514, r y i n a a a a a a a a a s a u s a a a a a a a a u a x a a a a u a a a s a u a ov a a a a s a a n nvunan ywnskfktk
15,0.001,471.171, a a a a i r n n n b y u n n n n n y n unbn n unun a n n n n n n n n y nbnyn n b u b n ay knk
16,0.001,567.622, a a a a a a a a a k k
17,0.001,480.581, a a a a a a p b a k
18,0.001,547.253, a a a a a a a a a a a a a a a a a a k
19,0.001,533.576, a n b a n n b b k
20,0.001,482.413, n n n b a a a a a a n n n n n n a a a a a a a n a n k
21,0.001,594.422, a a a n n a n n n a n n n n n n a a n n n n n n n n n n n n n n n n n a a a a a n n n n n n n n n n n i n knknknknknknknk
22,0.001,680.248, a n n a n a a n n n n n n n n n a a a n n a a n n n n a n n n n n n n n a g r n n n n n n n an n n n n a a a n n a a nknknknknk
23,0.001,415.127, a a a a a a a a r a a n a a a a a a a kakakaka
24,0.001,635.376, a a a a a a a a a a a a a a a a a a a a a a a a a a aka
25,0.001,518.551, a a a a a a a a a a a a a a a a r kakakakaka
26,0.001,321.622, a a a a a kakakakaka
27,0.001,350.833, a a a i a a k k k kakak
28,0.001,660.126, i i i i i a i i i a a a k r k
29,0.001,548.495, g r a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a k dkakak
30,0.001,349.667, a a i i i i i a a a a a a a k k k k k
31,0.001,465.701, a a a a a i t a i a a a a a a a a a a a a a a a ra a k k
32,0.001,407.388, a a t a a t a a a a a a a a a a a k a a a a k k
33,0.001,597.718,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a k k
34,0.001,424.104, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a dk k
35,0.001,791.435, a a a a a a a a a a a a a a a a a a a a a a a a a a a k k
36,0.001,702.519, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a k ka
37,0.001,676.312, a a a a a a a a a a a a a a a a a k kaka
38,0.001,609.901, a a a a a a a a a a a a a a a a a a a a a a kaka
39,0.001,561.144, a a a a a a a a a a a a a a a a a a a a a a a a a a a a anakakakakakakakakakakakakakakakakaka
40,0.001,547.719, a a a a a a a a a a a a a a a a a a a a a a akakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakaka
41,0.001,527.398, a a a a a a a a a a a a a a a a a a a a a a a nanananananananana
42,0.001,531.7, a a a a a a a a a a a a a a a a a a a a a ananananananananananananananananana
43,0.001,776.006, a a a a a a a a a a a a a a a a a a a 
44,0.001,766.108, a a a a a a a a a a a a a a a a a a a a a a
45,0.001,489.045, a a a a a a a a a a a a a a a a a a nananananananananananananananananananananananananananananananana
46,0.001,515.072, a a a a a a a a a a a a a a a a a a a a a a a a n anananananananananananananananananana
47,0.001,468.654, a a a a a a a a a a a a a a a anananananananananananananana
48,0.001,497.22, a a a a a a a a a a a a a a a a a a a a a a a a ananananana
49,0.001,559.945, a a a a a a a a a a a a a a a a a a a a a a a aiaiaia
50,0.001,550.295, a a a a a a a a a a a a a a a n aiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaia
51,0.001,455.086, a a a a a a a a a a a a n n n n n aiaiaiaiaiaiaiaiaiaiaiaiaiaia
52,0.001,470.677, a a a a a a a a a n n n a a a aiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaia
53,0.001,372.239, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
54,0.001,424.43, a a a a a n n a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
55,0.001,649.75, a a a a a a a a a a a a a a a a a a a a
56,0.001,527.5, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
57,0.001,443.25, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
58,0.001,397.166, a a a a a a a a a a a a a a a a a a a a a a
59,0.001,544.555, a a a a a a a a a a a a a
60,0.001,572.823, a a a a a a a a a a a a a
61,0.001,373.161, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
62,0.001,486.647, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
63,0.001,415.157, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
64,0.001,393.12, a a a a a a a a a a a a a a a a a a a a a a a
65,0.001,598.193, a a a a a a a
66,0.001,521.676, a a a a a a a a
67,0.001,359.223, a a a a a a a a a a a a a a
68,0.001,497.977, a a a a a a a a a a a a a
69,0.001,431.497, a a a a a a a a a a a a a a a a a
70,0.001,432.986, a a a a a a a a a a a a a a a a
71,0.001,359.173, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
72,0.001,468.129, a a a a a a a a a a a a a a a a a a a a a a a a a a a a
73,0.001,416.943, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
74,0.001,379.761, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
75,0.001,496.087, a a a a a a a a a a a a a a a a a
76,0.001,545.879, a a a a a a a a a a a a a a a a a a a
77,0.001,442.861, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 
78,0.001,565.122, n a a a a a a a a a a a a a a a
79,0.001,443.803, n n t t a a a a a a a a a a a a a a a a a a
80,0.001,380.191, n n a a a anananananananananananananananananananananananananananana a a
81,0.001,373.277, n n n n n n nana ananananananananananananananananananana a
82,0.001,572.058, n t a a a a a a
83,0.001,507.671, a a a a a a na a ananana a
84,0.001,357.681, a a n n a a a a a a a a a a a a
85,0.001,476.582, n n a a a a a a a a a a a
86,0.001,444.068, a a a a a a a a a a a a
87,0.001,447.159, a a a a a a a a a a a a a a a
88,0.001,351.1, a a a a a a a a a a a a a a a
89,0.001,469.496, a a a a a a a a a a a a a a a
90,0.001,418.128, a a a a a a a a a a a a a a a a a a a
91,0.001,372.709, a a a a a a a a a a a a a a a a a a a
92,0.001,427.373,n a a a a a a a a a a a a a a a a a a a
93,0.001,463.874, a a a a a a a a a a a a a a a a a a a a a a a a a a
