0,0.001,1714.74,rinrnirijvjijijijijvririjinvnvjivijvijrnuininivivivjivninvinijidijinvnjivnvivnvnvntnvirvnvrvivhvivririvivirijinvjivivivijvnvnvivinivjivjvivnvnvnvnivivsivinvivlnvnindjvnivrnrnvnijvnvininirjnvjivnvnilvivnvnvrivhvnijvririljilvivijrurjijlvrjrh
0,0.001,319.107,ri i i i i i i i i i i i i i i i i i i i i rkr r r r r i i
0,0.001,296.253,ri i i i i i n n r r r r r r n n n i i i
0,0.001,271.842,ri i i r r r n n i i i
0,0.001,268.737,ri i i i n r r r n i i i i i i
0,0.001,277.187,r i i i r r r r n n n n n n ni
0,0.001,278.084,r i i i i i i r r r r n n n n n ni
0,0.001,269.224,ri i i i i i i i i i r r r i i i i i
0,0.001,282.14,a t i i iarararara a a a aiai
0,0.001,284.3,rataiaiarararara a a a a a a a a a a
0,0.001,290.692,aiaiaiai a a a rararara a a a a a a a a a ai
0,0.001,264.189,atataiaiai iararara a a a a a a
0,0.001,260.689,aiaiaiarararaiaiaiaiaia aiai
0,0.001,265.726,a a aiaiaiai arararara a a a a a a a a ai
0,0.001,256.612,ata a a ai a a ararara a a a a a a a ai
0,0.001,254.748,ata a a ai ararara a a a a a
0,0.001,259.259,ata a ai arararaiaiaia a a aiaia
0,0.001,254.316,atata a a a ai rararara a a a a a a a
0,0.001,257.47,a a ai rarara a a a a a a a
0,0.001,322.827,aeaeaea a a a i i r r rararara a a a a a a a a a a a a a a ai
0,0.001,267.787,ai aerararara a a a a a ana
0,0.001,287.053,sa a a ai i a a a a a a a a a ararara a a a a a a a a a
0,0.001,274.998,a a a a a a ai iararara a a a a a a a a a a a a a
0,0.001,287.722,ai i i i i i i i a a a a a rara a a a a a a
0,0.001,258.809,a ai arara a a a a a a an
0,0.001,251.419,ea anai a a arara a a a a a a ai
0,0.001,270.333,asai irarara a a a a a a a a a a aiai
0,0.001,268.636,a a a a a a ai ararara a a a a a a a a a a an
0,0.001,253.291,ea a a a a a i aiairara a a a a a a aiai
0,0.001,253.668,a a i arara a a a a a a an
0,0.001,269.967,ea i i araranananana
0,0.001,269.697,a i narara a a a a
0,0.001,252.492,ea a a i arara a a a a a a a a a
0,0.001,275.393,naeaiaiai airaiaiaiaiaiaia a a aiai
0,0.001,257.081,eaeata a a i naiaira a a a
0,0.001,255.548,eai ara a
0,0.001,244.738,ea a a ai ra a a
0,0.001,246.701, aea i i i ra
0,0.001,241.632,a ai r a a a
0,0.001,238.315,s a i raia
0,0.001,242.939, ai ra
0,0.001,240.616, a a a ai ra
