0,0.001,1262.63,ldlonjlil li ilil l i oil dlij j d l ol lioili l lo lilul oiluiui iliuilolol o di n in ld uin i lildn i l lnlnld ldilil ijdnjuonlilok ik l i j i o udoidnonlnjlnijiloijoijoniolihlodololololololorororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororororo
1,0.001,1534.45, i un oi i k l l o o v o oi o l l l lo iu f i k u iu ok i k k k l l o f i l li i iu o i i i ioioiouoioi n o ilon o oio ono
2,0.001,1394.82, f o o o o uo os o on o o
3,0.001,2938.79, o o o o o o
4,0.001,1802.2, a a nouououououououououo
5,0.001,1327.66, u h a a a a a u u a h n n u u a n u h fouououououououououououououououououououououou
6,0.001,978.612, u a an a u a a u fn a a u u a a a aufa au a a ua a a au a a a a a a a a a a an an au a na nu aua ana nu uana nau u ua fu a au u ua a ua a bua a aua au a a a ua uo unonououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououo
7,0.001,1319.97,afa afanafgafana abu a au a a ahafafafafafa u a a uaua pnuahbau u a aua a a a u un au u an u auah a a auauna u nauau ufuna a g au a a ananoaga auagapnuououonounfsuaunaf a u u u p gaua npnan nun uaua an na na auau nua a a au au a ana a aoaufa fakafsananagfaufaua afuanuapoaufnoniu naouououououououououououououououououououououououououououououououououououououo
8,0.001,975.504,ana ana a anafanaia a n fa a a fnafafafaufananakan nanafaga agafafafa uasa a gaskshasasanasasaoa a a a agagpgasabga a anas a a a a as anva a a a a a a na a asaoaonpananan a a u fuofunknouououououououououououououououououououououououououououououououououououououououououououououououououououououououo
9,0.001,883.634,ana a a a aka agasa a asasasa avaganananasasa n nba vnsanaihsviuououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououo
10,0.001,738.672,apata ana a apao aioiououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououou
11,0.001,1141.11,apagagagagagagnagagagagagagagagagagagagapaigagniaigiagagagagaiagaiaiagaigagagagagagaiagaiaiagagagaiaiagagakgiaganagagagagaiagaiagaiakaiagagaignagananagiganagagagagagagagagagaiaiakagagkaiouououououououououououououououououououououououououououououououououou
12,0.001,1145.23,aiaiaiaiaiahaiaihaiaiaiahaiaiatakiaia a a ana aiauououououououououououououououououououououououououououououououououououououououououououououououououououououou
13,0.001,818.958,apa a aiata ahamauououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououo
14,0.001,1183.77,a a a ahatahahkata athaououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououou
15,0.001,891.939,banahahahaha a atataiatatatatatatakata ah tatatakta ahatktkatkatkt akaitataiamamatkthtata ououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououou
16,0.001,845.263,atatatatanatata atatath a atatatataka ata a aiti atatatakapkaiataka ataiatataha a ahtakataha atatatamatahaktataiahataka tanktatatakas aka aka a a a amta a iuououououououououououououououououououououououououououououououououououououououououououououououououououououououou
17,0.001,715.815,akakamatata aiamatatataiakakakatknkiataka aiahaiata amamamamaiakan itkapktamiak k a knakv aia a ama inuououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououou
18,0.001,835.233,a aiata a atatakakakaikakapatanaiamaivanamamana adamama auouououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououou
19,0.001,990.756,abana anananabana a apaia nanaina anananamanbanmananbuououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououo
20,0.001,737.848,anabnanatahkiaba abanananaba a akanbab a ma nmnuouououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououo
21,0.001,866.24,abana aianananaiamabaianaiaba a a ai ada anaka ababapanuouououououououououououououououououououououououououououououououououo
22,0.001,720.004,anaiana ababakabananianaba aiatia ataiaiana adaninaia a a a a na aba apapiabkidiuouououououououououououououououououououou
23,0.001,647.184,a adadapadanauiana a asabapa akapa akakaba adauanap a eak auvkpnuapaniuaiuououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououo
24,0.001,806.334,anauabapapa adaka a aiauouououououououououououououououououououo
25,0.001,739.794,aeabalakak akakalakakakakakakadakaualhakalada adadakanaia ak adadk a aeaka akakakakaka ad a a auauiuouououououououououououououououououououououououououououououououououououououououououououououououououououou
26,0.001,858.043,papanananauakauana a adaudka a d isada au aka auaka adaek uka ask ka kakasada a ukankakakaka s asakb auakekukuiuouououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououou
27,0.001,604.798,aualakauauaiaeauasasa anauk auasapasakakauakauasaeauasakuapakauaeauauaunu dauauouououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououou
28,0.001,736.424,auealauakakauaualauauauaeakakakaka a a a auaeaua auakuououououououououououououououououououououououououououou
29,0.001,931.564,a asauiuouououououououououououououououououououououououououououououououououououououououououo
30,0.001,664.517,aua ananaeauaeaeaua aeaga aiu uouououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououo
31,0.001,879.527, a agaea asaeaeaeaunauououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououo
32,0.001,711.371,a a a a a a a a a a a a a a a a a asaunuauououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououououou
33,0.001,594.847,a a a a a a a a a a a a aia a aua a asa sasa a asasa a a aiaiuouououououououououououououououououououououououououououououououououououououououououououououououououo
