0,0.001,1011.56,jkn sjk klj dkj j j l j kjk k k jlnj jkl ljkj kjklj klk k k kj jk kjk jdjkj j jk k k kjnjnkfk k klkj jkjljkjlkjnunjk k l kjnjkjnk k k knk k klx jlks kjk jk
1,0.001,1490.44,kuk k k k k k k k k k k k k kuk k kfk kfk k k k k k k k k k k k k k k k k k k k k k k k k
2,0.001,1273.97,kfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkfkb kfkfkfkfk
3,0.001,1020.8,k k k k k k k kfk k kn knk knk kukfk
4,0.001,1038.72,k d kbnbk kaknkuknknkuknk k n k k k kanknknknknkakakuanknk nk k kuk knknk k kdknkuknknknk k k k nk kukuank uknu kn k k kdknknk anknkuknkdknknkak kn k ak
5,0.001,1337.83, ua k n d uk nkub nuk akunana kna nan knkn nkuk n nknkna kak ndkau k i k ak kd k k k k adkuk k nknundnan a kak nknknkn ankunuaua san unk ku u k n nk n k k k k k a udnu u knk k k n ankadknki ik k kunk k knknkunakunabk kbka aksa ad andu k k knk knkakakunkdaknusnkuknknk a k k nkdu nk ak a k a uknk nknknkbnknk
6,0.001,680.115, kud u k n k k k k k k ian sk s k k n k k i ki kia an nk n n a kaka na dk k akakaia a nau n kak dska i kn knk s n ka a k k k us k k k k aka a n k a k na n n a aknknknk k k k k k k k k k k k k
7,0.001,949.668, s k k k a sa a u a a a a s a a a a s a a a k ak a a k a a a k k k k k k k k k i a k a a sak i a k a a a a a k k k k k k k k k k k k k k k k k k k k k k k
8,0.001,693.03, k k k k k k k k k k k k k k k k k k k k k a i a s u a a a a a a a a a a a a s s s s a s k k k
9,0.001,520.699, a s l i a i i i s i i i i k
10,0.001,463.407, i i i a a s k i k k
11,0.001,847.74, a a a i y i i i i a s a a i i a a a i i i i i i i i i a a a w s y n a s i i i kikikik 
12,0.001,675.629, i i i i n i i a a u u a u a a a a a a a a a a s a a a a a a a i i i a s a a a a a ya a a a s fkikikikikikikikikikikikikikikikikikikikikikikikikikikikiki
13,0.001,449.651, a a a a a a a a a a a a n a a s s a a a a a a a a a a a a a a a n a a s tra yayntyfktktktktktktktktktktktktktktktktki
14,0.001,553.514, r y i n a a a a a a a a a s a u s a a a a a a a a u a x a a a a u a a a s a u a ov a a a a s a a n nvunan ywnskfktk
15,0.001,471.17, a a a a i r n n n b y u n n n n n y n unbn n unun a n n n n n n n n y nbnyn n b u b n ay knk
16,0.001,567.592, a a a a a a a a a k k
17,0.001,480.514, a a a a a a p b a k
18,0.001,547.222, a a a a a a a a a a a a a a a a a a k
19,0.001,533.399, a n b a n n n b k
20,0.001,482.376, n n n b a a a a a n n n n n n a a a a a a a a a n k
21,0.001,594.208, a a a n n a n n n a n n n n n n a a n n n n n n n n n n n n n n n n n a a a a a a a n n n n n n n n n n i n knknknknknknknk
22,0.001,680.465, a n n a n a a n n n n n n n n n a a a n n a a a a n a a n n n n n n n n a g r n n n n n n a an n n n n a a a n n a a nknknknknk
23,0.001,415.242, a a a a a a a a r a a n a a a a a a a kakakaka
24,0.001,635.357, a a a a a a a a a a a a a a a a a a a a a a a a a a aka
25,0.001,518.39, a a a a a a a a a a a a a a a a r kakakakaka
26,0.001,322.93, a a a a kakakakaka
27,0.001,353.858, i a i i a a k k kakak
28,0.001,660.728, i i i i a a i i i a a a k r k
29,0.001,546.742, g r a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a k dk k k
30,0.001,354.043,u a a i i i i i a a a a a a a k k k k k
31,0.001,472.994, a a a a a a a i a a a a a a a a a a a a a a ra a k k k
32,0.001,408.261, a a a a a a a a a a a a a a a a a a k a a a a k k k
33,0.001,544.124, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a r k a a a a a a a a a a a a a a a a k k
34,0.001,409.175, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a dk k
35,0.001,804.497, a a a a a a a a a a a a a a a a a a a a a a a a k k
36,0.001,694.251, a a a a a a a a a a a a a a a a a a a a a a a a a k k
37,0.001,670.001, a a a a a a a a a a a a a a a a a a a a a akakaka
38,0.001,605.867, a a a a a a a a a a a a a a a a a a a a a a a a a a a kaka
39,0.001,577.168, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a ananakakakakakakakakakakakakakakakakakakaka
40,0.001,572.476, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a akakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakaka
41,0.001,527.635, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a nakakanananananana
42,0.001,530.722, a a a a a a a a a a a a a a a a a a a a a a a ananananananananananananananananana
43,0.001,764.612, a a a a a a a a a a a a a a a a a a a a 
44,0.001,767.262, a a a a a a a a a a a a a a a a a na
45,0.001,473.602, a a a a a a a a a a a a a a nananananananananananananananananananananananananananananananana
46,0.001,502.672, a a a a a a a a a a a a a a a a a a a anananananananananananananananana
47,0.001,455.259, a a a a a a a a a a a ananananananananananananana
48,0.001,492.802, a a a a a a a a a a a a a a a a aiaiaiaiaia
49,0.001,568.561, a a a a a a a a a a a a a a a a aiaiaiaiaia
50,0.001,511.576, a a a a a a a a a a a a a a a a aiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaiaia
51,0.001,436.822, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
52,0.001,495.306, a a a a a n n a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
53,0.001,348.8, i a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
54,0.001,416.052, a a a a a a a a a a a a a a a a a a a a a a u 
55,0.001,732.674, a a u u u u 
56,0.001,524.338, a u u u u u u u u u u u u 
57,0.001,427.157, a u u u u u u u u u u u u u u u u u u u 
58,0.001,419.772, a u u u u u u u u u u u u 
59,0.001,491.755, a a a a a a a a a a a a 
60,0.001,525.934, a a a a a a a a a a a a a a a a a 
61,0.001,477.467, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 
62,0.001,558.735, n a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 
63,0.001,487.763, r a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 
64,0.001,406.942, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 
65,0.001,595.528, a a a a a a a a a a a 
66,0.001,539.773, a a a a a a a a a a a a 
67,0.001,385.988, a a a a a a a a a a a a a a a a a a 
68,0.001,556.747, a a a a a a a a a a a a 
69,0.001,458.769, n a a a a a a a a a a a a a a a 
70,0.001,524.074, a a a a a a a a a a a a a 
71,0.001,355.226, a a a a a a a a a a a a a a a a a a a a a a a a a 
72,0.001,487.455, n a a a a a a a a a a a a a a a a a a a a a a 
73,0.001,399.179, a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 
74,0.001,413.073,n a a a a a a a a a a a a a a a a a a a a a a a a a a a a a t a 
75,0.001,505.423, n a a a a a a a a a a a a a a a a t t t 
76,0.001,558.477, a a a a a a a a a a a a a a a a a t t t t 
77,0.001,513.166, n n a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a t t t ta
78,0.001,579.083, n a a a a a a a a a a a a a a a a a t t a
79,0.001,424.184, n n a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 
80,0.001,466.375, n n n n n n n a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a n a 
81,0.001,429.316, n n n n n n a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 
82,0.001,554.805,n n a a a a a a a a a a a a 
83,0.001,481.465, n n n a a a a a a a a a a a a a a a a a 
84,0.001,371.525, n a a a a a a a a a a a a a a a a a a a a a a 
85,0.001,468.621, n n n a a a a a a a a a a a a a a 
86,0.001,426.604, a a a a a a a a a a a a a a a a 
87,0.001,470.087, a a a a a a a a a a a a a 
88,0.001,336.042, a a a a a a a a a a a a a a a a a a 
89,0.001,472.495, a a a a a a a a a a a a a a a a a a 
